Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Implementasi internet of things pada sistem cathodic protection sebagai proteksi korosi besi beton	Concrete iron or reinforcement bar is steel used for reinforcement in concrete construction or known as reinforced concrete. Reinforcing bar can undergo a corrosion process caused by chemical or electrochemical reactions between steel reinforcement and its environment. One of many way to protect concrete from corrosion is by cathodic protection. There are two types of cathodic protection, namely sacrificial anodes and impressed current cathodic protection (ICCP). ICCP is more commonly used for protection in reinforced bar structures. In ICCP, negative current flows to the reinforcing bar and positive current flows to the anode. This is a method to protect the reinforcing bar from corrosion. In addition to the corrosion protection system, there is also a half-cell potential test to measure the chance of corrosion of the reinforcing bar	Journal	2022	
	Sistem Pendeteksi Kebakaran dengan Arduino pada Gudang	"Kebakaran memang tidak diinginkan tetapi terkadang kebakaran tidak bisa dihindari. Gudang milik perorangan yang ukurannya kecil hingga menengah biasanya kurang mendapat pengawasan yang cukup. Oleh karena itu diperlukan sebuah sistem pintar yang dapat memberi informasi kepada pemilik mengenai keadaan gudang secara real time agar pemilik dapat menerima notifikasi secara cepat jika kebakaran terjadi.
Internet of Things sebagai platform dimana setiap alat menjadi semakin pintar, setiap proses jadi memiliki kepandaian, dan komunikasi setiap hari semakin informatif. Internet of Things melalui perkembangannya telah memberi kita banyak teknologi baru yang memungkinkan komunikasi alat dengan alat, serta alat dengan manusia. Dari teknologi ini memungkinkan kita menciptakan rangkaian alat yang berfungsi untuk mengawasi gudang untuk kita dan memberi kita notifikasi apabila terjadi kebakaran."	Journal	2021	Arduino, Wemos, Alarm Kebakaran 
	Penerapan Microservices dan Amazon Elastic Container Service untuk Mendukung Scalability	The technology age under development provides the impact of increasing the number of users in a system may also increase the workload received by the server. This condition is experienced in PT. X, where the server cannot handle the growing workload over time, this makes the server overloaded and slow in response until it gets to the server condition is down and unreachable by the user. This research tried to provide solutions to the problems faced by PT. X by applying a system of microservices and Amazon Elastic Container Service. By applying microservices then all services will be split into independent and can ease the workload of the server. Moreover, with the combination of Amazon ECS then the process of scaling will be more effective only on the service that is experiencing an overload condition so that the process of scaling can adjust the conditions of the workload on the server at that time. The scaling process will allow the system to increase or decrease the number of tasks performed without a lack or excessive use of resources. Based on analysis of the implementation of microservices and the Amazon ECS on the PT. X system, It can be concluded that the scalable microservices system produces a lower average response time with a difference of 805.56% compared to unscalable microservices and 38% compared to monolithic, then the resulting deviation is 902.22% lower than unscalable microservices and 216.87% lower than monolithic, then the resulting throughput is higher by 22018.61 requests/minutes from unscalable microservices and 24524.16 requests/minutes from monolithic	Journal		Amazon Elastic Container Service, microservices, scalability
	Pencarian Rute Terpendek di dalam Mall menggunakan Lifelong Planning A* pada Android	Dari zaman dulu hingga sekarang, tentu orang masih suka melakukan berpergian, terkadang dalam berpergian kadang kita mendatangi toko pusat perbelanjaan atau yang lebih kita kenal dengan sebutan mall. Tentu di mall kita bisa menikmati banyak sekali fasilitas-fasilitas yang bisa kita manfaatkan di dalam mall, yaitu seperti stan makanan dan minuman, toko bangunan, toko baju, dan masih banyak lagi yang bisa kita nikmati tentunya. Selain kita tentu ada subjek-subjek lain yaitu antara lain turis dan pengemudi ojek daring. Dimana tentunya untuk subjek-subjek seperti mereka pun kita tidak bisa menjamin mereka mengerti letak-letak toko maupun fasilitas yang mereka ingin kunjungi. Aplikasi yang dibuat akan membantu semua kalangan yang mendatangi suatu mall tertentu. Untuk melakukannya, diperlukan sebuah server yang dapat menyimpan data peta dan toko-toko yang dimiliki oleh mall. Setelah proses pengambilan data, dilakukan penerimaan masukkan dari pengguna tentang toko/fasilitas yang ingin dikunjungi, kemudian setelah mendapatkan masukkan dari pengguna, maka akan dilakukan proses kalkulasi data yang kemudian akan ditunjukkan rute yang telah dikalkulasi oleh aplikasi dan kemudian hasilnya akan ditampilkan pada apliaksi yang telah dibuat. Berdasarkan hasil pengujian yang sudah dilakukan, program yang dibuat berhasil untuk menyimpan, mengkalkulasi dan menampilkan rute mana yang harus dilalui oleh pengguna.	Journal		Android, rute terpendek, Lifelong Planning A*
	Push Notification Pada Sistem Penjualan Tiket Workshop dan Event Menggunakan Firebase Cloud Messaging Berbasis Progressive Web Application	"Penggunaan teknologi website pada sistem penjualan tiket merupakan langkah yang tepat untuk meningkatkan proses bisnis perusahaan. Penggunaan website dapat memberikan dampak yang sangat baik dari sisi pembeli maupun penjual tiket yaitu dengan adanya website informasi akan dapat diakses secara mudah. Namun setelah berhasil melakukan proses jual beli tiket melalui website, penjual memerlukan waktu yang cukup banyak atau belum efektif untuk berkomunikasi dengan para pembelinya. Masalah ini terjadi karena pembeli menggunakan berbagai komunikasi, sehingga penjual perlu menggunakan berbagai aplikasi untuk menjangkau semua pembeli.
Cara berkomunikasi yang tidak efektif tersebut dapat diselesaikan dengan menyematkan fitur pada website yaitu push notification. Penjual dapat menggunakan push notification untuk mengirimkan pesan broadcast kepada para pembelinya tanpa ada satupun yang terlewat. Semua pembeli dapat dijangkau dengan mudah karena push notification disematkan langsung pada aplikasi sehingga pembeli tidak perlu meng-install aplikasi lain untuk berkomunikasi dengan penjual."	Journal		
	Pembuatan Konfigurasi SSL yang Aman untuk Diimplementasikan pada Apache dan Nginx	Eksploitasi terhadap web server merupakan bentuk perilaku seseorang yang mengambil keuntungan dari kerentanan suatu software atau kelemahan keamanan. Eksploitasi terhadap web server dapat berupa Zombie Poodle, Golden Doodle, Poodle, dan lain-lain. Selain serangan yang menggunakan validasi padding, juga ada serangan man–in–the–middle–attack seperti protocol downgrade attack dan cookie hijacking. Oleh karena itu, penelitian ini bertujuan untuk meneliti keamanan sebuah web server berdasarkan konfigurasi SSL dan memberikan saran konfigurasi SSL yang lebih baik dan aman.	Journal		konfigurasi SSL, Transport Layer Secure, Secure Socket Layer, Apache web server, Nginx web server, keamanan web
	Custom Built of Smart Computing Platform for Supporting Optimization Methods and Artificial Intelligence Research: PakCarik: GPU-Accelerated Platform for AI Researches	This paper describes a prototype of a computing platform dedicated to artificial intelligence explorations. The platform, dubbed as PakCarik, is essentially a high throughput computing platform with GPU (graphics processing units) acceleration. PakCarik is an Indonesian acronym for Platform Komputasi Cerdas Ramah Industri Kreatif, which can be translated as “Creative Industry friendly Intelligence Computing Platform”. This platform aims to provide complete development and production environment for AI-based projects, especially to those that rely on machine learning and multiobjective optimization paradigms. The method for constructing PakCarik was based on a computer hardware assembling technique that uses commercial off-the-shelf hardware and was tested on several AI-related application scenarios. The testing methods in this experiment include: high-performance lapack (HPL) benchmarking, message passing interface (MPI) benchmarking, and TensorFlow (TF) benchmarking. From the experiment, the authors can observe that PakCarik's performance is quite similar to the commonly used cloud computing services such as Google Compute Engine and Amazon EC2, even though falls a bit behind the dedicated AI platform such as Nvidia DGX-1 used in the benchmarking experiment. Its maximum computing performance was measured at 326 Gflops. The authors conclude that PakCarik is ready to be deployed in real-world applications and it can be made even more powerful by adding more GPU cards in it	Journal		Artificial Intelligence, Machine Learning, Multi-objective Optimization, Graphics Processing Unit Accelerator, High Throughput Computing. 
	Kombinasi Metode Partial Rank Correlation dan Flow Correlation Coefficient untuk Membedakan DDoS dengan Flash Crowds	With the growing of internet user, causing DDoS attacks to also become more sophisticated. This of course causing DDoS detection became a challenge itself. On the other hand, there is flash crowds which is a traffic generated from a huge amount of valid user. While DDoS attack is becoming more sophisticated, it causes discrimination a DDoS attacks from flash crowds become more challenging.	Journal		
	Pengembangan Aplikasi DVR Driving dengan Fitur Remote Live Streaming dan Speedometer Berbasis Android	Di era sekarang, kendaraan bermotor sudah membantu manusia dalam kegiatan sehari-harinya, membantu manusia untuk mengantarkan barang, ataupun orang. Tetapi ketika dalam perjalanan, ada musibah yang menunggu, entah dalam kecelakaan antar kendaraan atau pun kejadian lainnya.	Journal		DVR, Live streaming, Agora Video Broadcast, GPS, Speedometer
	Penerapan Convolutional Neural Network untuk Klasifikasi Kanker Kulit Melanoma pada Dataset Gambar Kulit	Melanoma skin cancer is one of the most dangerous skin cancers where the ferocity and speed of metastasis has caused a high mortality rate among afflicted when the cancer is not treated. Early detection of the cancer and prevention by removing the affected skin have been shown to decrease the mortality rate on afflicted patient. Thus, development of a method to help automatically diagnose the cancer and classify between cancer and normal mole or birthmark is needed. Previous methods still show limitations in classifying melanoma skin cancer. This study proposes a classification system using convolutional neural network trained on the original ISIC 2020 dataset and hair removed dataset which is then combined using ensemble.	Journal		Convolutional neural network, transfer learning, Deep learning, skin lesion classification, Hair Removal, Ensemble neural network
	Pengembangan Chrome Extension untuk Mengidentifikasi Phishing Website berdasarkan URL dengan Algoritma Random Forest	Teknologi yang terus berkembang membuat internet menjadi salah satu bagian terpenting dalam aktivitas manusia sehari-hari. Perkembangan ini juga diikuti dengan meningkatnya aktivitas phishing yang tidak hanya bertambah jumlahnya tetapi juga tekniknya yang semakin beragam. Kerugian yang disebabkan oleh phishing pun cukup besar. Ada banyak aplikasi untuk menangkal serangan phishing, namun sebagian besar masih kurang akurat. Beberapa penelitian menunjukkan bahwa algoritma ensemble learning memiliki kemampuan yang baik dalam mendeteksi phishing website.	Journal		 Phishing Website, Ensemble Learning, Flask, Chrome Extension.
	Sistem Keamanan pada Kendaraan Bermotor Roda Dua dengan Arduino dan Android berbasis Suara	"Seiring dengan perkembangan jumlah kendaraan bermotor roda dua yang berkembang dengan sangat cepat dan juga perkembangan teknologi informasi dan komunikasi yang juga tinggi telah membawa manfaat bagi perkembangan kemajuan peradaban umat manusia di dunia maupun di Indonesia khususnya smartphone, namun masalah yang berkaitan dengan kriminalitas khususnya terhadap pencurian motor juga bisa dikatakan sangat tinggi, sehingga perlu dirancang suatu sistem keamanan pada kendaraan bermotor roda dua dengan Android dan Arduino yang dapat diperintah melalui suara.
Sistem yang dibuat menggunakan smartphone Android sebagai penerima inputan perintah berupa suara dan Arduino sebagai alat yang mengontrol perangkat keras berdasarkan perintah. Sistem ini akan mengirimkan perintah suara dari Android yang telah diubah menjadi text dengan metode speech to text dan mengirimkan perintah sesuai dengan input perintah melalui pesan yang dikirimkan melalui SMSManager terhadap modul SIM800LV2. 0 yang terpasang pada Arduino Uno. Pesan yang diterima pada modul SIM800L V2. 0 akan diproses oleh Arduino Uno, sehingga Arduino dapat mengontrol setiap modul yang terpasang, seperti buzzer, modul GPS (Global Positioning System), dan relay sebagai pengontrol dari sistem security, sistem kontak, maupun sistem starter pada motor."	Journal		Android, Arduino, Kendaraan bermotor roda dua, Sistem Keamanan, Suara.
	Analisis Strategi Breakout dalam Pengambilan Keputusan Order Pada Trading Forex	Melakukan kegiatan trading pada forex dengan strategi merupakan suatu upaya yang dilakukan trader supaya trading bisa lebih menghasilkan keuntungan salah satunya menggunakan strategi breakout dan tidak terlepas dari penentuan range pada strategi ini. Namun, dalam melakukan trading menggunakan strategi breakout terkadang masih ada trader yang kurang tepat dalam menentukan range. Hal tersebut dapat menyebabkan trader mengalami kehilangan profit. Oleh karena itu, perlu dibentuk suatu program expert advisor yang mampu membantu trader mengambil keputusan dalam menentukan range.	Journal		
	Penerapan Konsep Marketplace pada Bisnis Laundry dengan menggunakan Framework Multiplatform Flutter	"Seiring berjalannya waktu, semakin banyak perusahaan laundry yang terancam eksistensinya karena kurangnya wadah untuk menampung kebutuhan laundry dari pelanggan dan akhirnya mengakibatkan semakin kurang banyaknya pelanggan, dengan berbagai macam alasan yang dimiliki oleh pelanggan seperti jarak yang tidak memungkinkan, dan ketidaktahuan pelanggan akan laundry yang berkualitas secara harga dan pemenuhan kebutuhan. Jika dilihat dari aspek pelanggan, pengguna membutuhkan sebuah sistem yang dapat memudahkan pengguna dalam memenuhi kebutuhan untuk mencuci, baik dalam segi efisiensi waktu, maupun keterjangkuan tempat. Jika dilihat dari aspek pemilik laundry, pemilik laundry membutuhkan sistem yang dapat menjadi jembatan antara pengguna dan pemilik, agar pemilik laundry dapat memasuki pasar yang lebih luas. Sehingga jika dilihat dari kedua aspek tersebut, kedua belah pihak membutuhkan sebuah konsep atau sistem yang menghubungkan kedua belah pihak tersebut, yaitu konsep atau sistem marketplace.
Aplikasi laundry mobile dengan konsep marketplace ini bertujuan untuk meningkatkan efisiensi waktu pengguna dalam memenuhi kebutuhan mencuci, dan memberikan akses yang lebih besar untuk memasuki pasar yang lebih luas bagi pengusaha laundry. Aplikasi ini akan dibuat dengan menggunakan bahasa Dart dengan menggunakan Visual Studio Code"	Journal		
	Penerapan Fuzzy pada Indikator Teknikal untuk Memprediksi Trend dan Manajemen Resiko pada Pasar Forex	"Melakukan trading pada pasar forex (foreign exchange) merupakan suatu kegiatan yang dapat memberikan keuntungan yang besar dan kemudahan bagi trader sebab tidak memerlukan tempat kantor secara fisik dan proses trading bisa dilakukan dimana saja. Namun dalam trading tidak lepas dari resiko kerugian yang besar juga karena trader terkadang tidak mengerti pergerakan trend yang terjadi maupun mengalami kesulitan dalam menentukan resiko yang harus diambil. Hal ini menyebabkan para trader cenderung mendapatkan kerugian dibandingkan keuntungan. Untuk itu trader perlu suatu program atau expert advisor (EA) yang dapat membantu memprediksi trend dan melakukan manajemen resiko pasar.
Pergerakan pasar forex yang begitu dinamis dan keberagaman pair currency seringkali membuat para trader kesulitan untuk membaca keadaan yang tepat dan menentukan kapan waktu yang tepat melakukan trading. Sebagai solusi untuk mengatasi ketidakjelasan/ketidakpastian dalam menganalisa pasar tersebut, salah satu konsep yang dapat digunakan adalah logika fuzzy. Pemakaian konsep ini dapat membantu merubah sesuatu yang memiliki unsur ketidakpastian untuk menghasilkan suatu nilai yang dapat digunakan sebagai acuan."	Journal		Forex, Logika Fuzzy, Prediksi Trend, Manajemen Resiko, Expert Advisor.
	Aplikasi Notifikasi Telegram Untuk Mengetahui Trend Forex Trading Dengan Menggunakan Pola Japanese Candlestick	"Aktivitas trading pada forex merupakan salah satu bisnis yang menjanjikan keuntungan yang besar dan kebebasan seperti tidak perlu memiliki modal besar dan sebuah kantor fisik. Namun kenyataannya tidak semua trader mampu mengambil keuntungan yang memuaskan karena tidak menyadari akan terjadi perubahan arah tren dalam pasar. Oleh, karena itu perlu dibentuk sebuah aplikasi yang mampu memberitahu kapan akan terjadi perubahan arah tren dalam pasar secara real-time sehingga trader mampu memaksimalkan potensi untuk mengambil keuntungan dalam jumlah besar.
Expert Advisor digunakan sebagai pembacaan arah tren dalam pasar secara otomatis dan didalamnya terdapat sebuah metode untuk membaca arah tren pasar, yaitu bernama Pola Japanese Candlestick. Ada begitu banyak jenis Pola Japanese Candlestick yang sudah ada namun dalam penelitian ini memutuskan menggunakan 4 pola saja, yaitu Pola Hammer, Doji, Engulfing dan Custom. Lalu untuk pemberitahuan arah tren yang sedang berlangsung menggunakan Telegram sebagai chatbot untuk pengiriman notifikasinya."	Journal		Forex, Trading, Expert Advisor, Telegram, Japanese Candlestick
	Implementasi Distributed Database Pada Learning Management System Menggunakan Platform Redhat Openshift	Penggunaan teknologi saat ini sudah mulai merambah ke dunia pendidikan, salah satunya adalah penggunaan E-Learning. Dalam learning management system, tenaga pengajar dapat memberikan assignment, materi, tes maupun kuis kepada muridnya. Tetapi jika banyak orang yang mengakses dapat menyebabkan masalah pada server. Jika server down saat sedang ujian maka akan menjadi masalah yang serius karena para murid tidak akan bisa mengakses server. Untuk mengatasi hal ini maka dibutuhkan beberapa web server yang siap untuk melayani user agar komputasi tidak hanya berfokus pada sebuah web server.	Journal		Openshift, Distributed Database. MySQL Cluster
	Aplikasi untuk Monitoring Jaringan IoT Menggunakan Algoritma Address Shuffling dengan HMAC	Network (WSN). Peningkatan keamanan jaringan pada Internet of Things menjadi hal yang penting. Internet of Things dipakai mulai dari smart home, smart campuses, smart city, dan lain-lain sehingga mengamankan jaringan Internet of Things lebih penting daripada mengamankan jaringan lokal biasa. Selain itu, perangkat IoT memiliki kelemahan dalam kapabilitas komputasi dan penyimpanan data sensitif. Terdapat empat macam kelemahan utama pada jaringan yaitu address spoofing attack, false address conflict, address exhaustion attack dan negative reply attack.	Journal		 Internet Of Things, Wireless sensor network, Monitoring, Keamanan
	Pengenalan Gambar Tempat Wisata Dengan Deep Local Feature Dan Support Vector Machine	"Pengabadian momen pada suatu tempat biasa dilakukan dengan foto. Akan tetapi, karena banyaknya foto, pengorganisasian foto menjadi sulit. Wisatawan mungkin tidak mengetahui nama tempat wisata yang ia kunjungi, tidak sempat memberi nama foto atau lupa nama tempat foto itu diambil. Pencarian tempat melalui foto secara manual akan membutuhkan waktu yang cenderung lama.
Penelitian ini melakukan uji coba dengan implementasi metode Deep Local Feature (DELF) serta Support Vector Machine (SVM) untuk mengenali foto tempat wisata secara otomatis. Metode DELF merupakan metode yang efektif dalam pengambilan fitur gambar, khususnya gambar tempat. Setelah pengambilan fitur gambar dilakukan, gambar akan dikelompokkan berdasarkan fitur dengan SVM."	Journal		Pengenalan Gambar, Deep Local Feature, Support Vector Machine
	Aplikasi monitoring aquarium untuk mengurangi tingkat kematian dengan menggunakan arduino	"Pada zaman globalisasi yang semakin maju, penitipan ikan dapat diatasi dengan pembuatan sistem khusus untuk memonitoring aquarium. Sistem yang dapat dikendalikan melalui Android menjadi salah satu pilihan media sistem. Dengan menggunakan microcontroller yang terkoneksi dengan internet, dapat memonitoring aquarium menggunakan sensor-sensor secara real time dan secara otomatis memasukkan data ke dalam database. Melalui aplikasi Blynk, pemilik ikan dapat menyesuaikan kondisi lingkungan dengan memasukkan kondisi yang diinginkan. Serta dapat me-monitoring data yang didapat dari sensor melalui website yang secara real time terhubung dengan microcontoller.
Pengujian dilakukan dalam 2 lingkungan yang berbeda pada ikan yaitu lingkungan yang tidak menggunakan sistem monitoring dan lingkungan yang menggunakan sistem monitoring. Sistem monitoring pada penelitian ini tidak hanya memantau 4 parameter pada akuarium (feeding, temperatur air, ketinggian air, serta pH air) namun juga mengontrol sebagian besar parameter pada akuarium (kecuali pH air). Berdasarkan hasil penelitian, lingkungan yang menggunakan sistem monitoring memiliki tingkat kematian ikan sebesar 20% dengan suhu sekitar 28 C sedangkan lingkungan yang tidak menggunakan sistem monitoring memiliki tingkat kematian ikan sebesar 50% dengan suhu di atas 30 C."	Journal		 Arduino, internet, sistem monitoring aquarium
	Pembuatan Aplikasi Pengiriman Berkas	"Proses pengiriman berkas saat ini masih dilakukan secara manual sehingga pengirim dan penerima tidak mengetahui lokasi berkas dan tidak dapat melakukan tracking, selain itu total biaya pengiriman ke luar masih dicatat secara manual sehingga BAUK tidak mengetahui biaya yang dikeluarkan per unit.
Melihat latar belakang permasalah itu, maka dirancang aplikasi pengiriman berkas berbasis website dan android dengan menggunakan PHP, MySql, dan Java. Dimulai dengan membuat database untuk penyimpanan data pengiriman dan dilanjutkan dengan membuat website sehingga user dapat melihat dan memasukkan data pengiriman, kemudian dilanjutkan dengan membuat aplikasi android dengan menggunakan SOA dan Rest agar database website dapat digunakan pada android dan memiliki data yang sama."	Journal		Pengiriman berkas, website, android
	Pencatatan Skor Pertandingan Bulutangkis Menggunakan Arduino yang Dapat Dipantau via Aplikasi	Pencatatan skor dalam bulutangkis merupakan hal yang penting dalam sebuah pertandingan bulutangkis. Dengan adanya pencatatan skor maka para pemain, wasit dan penonton dapat lebih mudah mengetahui skor pertandingan baik yang sedang berlangsung maupun yang sudah selesai. Selama ini pencatatan skor di lapangan-lapangan badminton biasanya menggunakan papan skor manual yang perlu ditulis atau digerakan dengan manual. Oleh karena itu, diperlukan sebuah alternatif lain untuk mempermudah pencatatan skor dalam pertandingan bulutangkis.	Journal		Papan skor, Arduino, Android
	Aplikasi Rekomendasi Supplier Supermaket Greensmart dengan Metode Analytical Network Process	"Dalam menjalankan suatu usaha supplier merupakan salah satu komponen penting. Oleh sebab itu, pemilihan supplier dengan tepat akan membuat proses bisnis dapat berjalan dengan lancar. Selama ini proses yang dilakukan pada supermarket greensmart masih dilakukan secara manual. Proses secara manual dapat menyebabkan pemilihan supplier yang kurang tepat untuk supermarket greensmart. Hal ini dapat berakibat buruk pada supermarket greensmart yang dapat mengalami kerugian waktu dan materi.
Dengan adanya masalah tersebut maka diperlukan sistem untuk membantu pemilik supermarket greensmart dalam memilih supplier. Sistem ini akan memberikan alternatif keputusan untuk pemilik supermarket greensmart dalam memilih supplier untuk barang-barang yang ada disupermaket. Untuk metode yang akan digunakan adalah analytical network process. Metode ini dipilih karena dapat dapat mengatasi permasalahan hubungan antar subkriteria"	Journal		
	Implementasi Web Scraping untuk Pengumpulan Informasi Promo Makanan Menggunakan Klasifikasi Naïve Bayes	"Pada zaman sekarang, penyampaian informasi promo kepada orang-orang dapat dilakukan dengan mudah. Banyak sekali situs yang menyediakan informasi mengenai promo makanan. Tentu situs tersebut dapat membantu orang-orang untuk mencari promo yang paling menguntungkan. Namun, beberapa situs masih tidak menyediakan fitur pencarian yang lengkap. Selain itu, mungkin saja terdapat promo pada usaha penyedia makanan yang sama, hanya saja dengan harga yang berbeda. Tentu saja orang-orang akan berusaha mencari promo makanan dengan harga yang terbaik, sehingga mereka akan memeriksa situs penyedia promo untuk mencari penawaran terbaik. Hal tersebut memakan waktu yang tidak sedikit, dan juga kurang efisien untuk dilakukan. Proses Naïve Bayes juga digunakan untuk menentukan apakah promo tersebut di kategori makanan atau tidak.
Aplikasi yang dibuat melakukan pengumpulan semua informasi promo dari situs-situs penyedia promo. Untuk melakukannya, diperlukan sebuah server yang dapat mengambil data promo pada setiap situs penyedia promo. Setelah proses pengambilan, dilakukan proses pengolahan data serta proses klasifikasi apakah promo tersebut di kategori makanan atau tidak. Data yang sudah diproses akan ditampilkan pada aplikasi yang dibuat."	Journal		Web Scraping, BeautifulSoup, Naïve Bayes, Promo Makanan
	Inventory Control Application on Indonesia Small Medium Enterprises Using Smartphone	Small Medium Enterprises (SMEs) playing a big role in domestic economic activities, especially in a developing country such as Indonesia. They accommodate a large amount of employment and generate quite large income for many economic sectors such as textile, furniture, footwear, food and beverages. Usually, SMEs do not have a big stock of goods, consider the SMEs has a low capital. That makes SMEs usually rely on turnover from stock items with a small stock of goods. This certainly causes the monitoring process of the goods of stock’s data is very important. If an error occurs, stock-outs can easily arise which can cause loss of sales. Calculation and adjustment of the stock of goods and assets owned by the SME whether in the warehouse or storefront must often be carried out more often. To help inventory control process on SMEs, this research attempt to build a simple inventory control process application. This IT application is expected can operate easily by people who are not familiar with IT and relatively cheap so can be used by various layers of SMEs. The application will be running on Android-based smartphone. The application could download the SMEs stock data and doing inventory control by scanned the barcode that attaches on the item. The scanning process is simply using a camera on the smartphone. After inventory control process, SMEs employee could upload their data directly to a database server using Wi-Fi without re-entry their inventory control result. So this could save employee work time.	Journal		Android-based application, inventory control process, stock out
			Journal		
	Stop hunt detection using indicators and expert advisors in the forex market	Foreign exchange trading activities are one of the businesses that can generate big profits, and provide freedom for business people without the need to provide a large capital. Traders often suffer losses due to uncertainty in the market. One of them is market manipulation carried out by brokers or banks. For this reason, this research was conducted to detect any manipulation that occurred in the foreign exchange market. This research tries to combine trading systems, indicators and expert advisors that aim to help traders detect fake market price movements to minimize losses that occur due to errors in making transaction decisions	Journal		
	Comparative Analysis of NFS and iSCSI Protocol Performance on OpenStack Cinder Technology	Cloud computing is a term used nowadays. Cloud computing usage is already spread all over the world and used by many companies. Because of its high usage, a need for cloud storage now emerges. Cloud storage not only uses resources more effectively but also makes it much easier to utilize a virtual machine. Several alternative protocols can be implemented for cloud storage, and each protocol has its advantages. This research aims to determine the most suitable alternative protocol to implement OpenStack cinder in utilizing cloud storage. Cloud computing implementation is done in a computer laboratory at Petra Christian University using the private cloud. A NAS Synology DS416J was used as the storage provider. The application built by using the OpenStack cloud framework that provides Infrastructure as a Service (IaaS)	Journal		Cloud computing, iSCSI, NFS, OpenStack, OpenStack cinder, Persistent Storage
	Combination of candlestick pattern and stochastic to detect trend reversal in forex market	A variety of ways traders do to determine the decision to buy/sell on the forex market. It bases one that is popular on candle patterns. Some strategies that use candle patterns include: pin bar, engulfing, and inside the bar. But the strategy used is still limited to determining buying/selling decisions. This research will use a combination of candle pattern strategies and stochastic moving average to determine the level of risk that exists in each buy/sell decision on the forex market. By using this combination, the results are good in Eur/USD pairs.	Konferensi	2019	Candlestick Pattern, Combination Method, Forex Prediction
	Server scalability using kubernetes	An enterprise that has implemented virtualization can consolidate multiple servers into fewer host servers and get the benefits of reduced space, power, and administrative requirements. Sharing their hosts' operating system resources, containerization significantly reduces workloads, and is known as a lightweight virtualization. Kubernetes is commonly used to automatically deploy and scale application containers. The scalability of these application containers can be applied to Kubernetes with several supporting parameters. It is expected that the exploitation of scalability will improve performance and server response time to users without reducing server utility capabilities. This research focuses on applying the scalability in Kubernetes and evaluating its performance on overcoming the increasing number of concurrent users accessing academic data	Konferensi		kubernetes, microservice server, scalability
